pricing_module,message_module,time_checked,algorithm_mode,facility_id,interval_starting,hour,minute,mday,wday
,OPEN TO ALL,2018-05-06T09:32:52Z,,FSE,1525599000,2,32,6,1
,OPEN TO ALL,2018-05-06T09:42:53Z,,FSE,1525599600,2,42,6,1
,OPEN TO ALL,2018-05-06T09:47:53Z,,CLW,1525599900,2,47,6,1
,OPEN TO ALL,2018-05-06T09:52:53Z,,CLW,1525600200,2,52,6,1
,OPEN TO ALL,2018-05-06T10:02:52Z,,FSE,1525600800,3,2,6,1
,OPEN TO ALL,2018-05-06T10:22:52Z,,FSE,1525602000,3,22,6,1
,OPEN TO ALL,2018-05-06T10:27:53Z,,FSE,1525602300,3,27,6,1
,OPEN TO ALL,2018-05-06T10:42:53Z,,CLW,1525603200,3,42,6,1
,OPEN TO ALL,2018-05-06T11:07:53Z,,FSE,1525604700,4,7,6,1
,OPEN TO ALL,2018-05-06T11:12:53Z,,FSE,1525605000,4,12,6,1
,OPEN TO ALL,2018-05-06T11:22:53Z,,CLW,1525605600,4,22,6,1
,OPEN TO ALL,2018-05-06T11:22:53Z,,FSE,1525605600,4,22,6,1
,OPEN TO ALL,2018-05-06T11:27:52Z,,CLW,1525605900,4,27,6,1
,OPEN TO ALL,2018-05-06T11:32:53Z,,CLW,1525606200,4,32,6,1
,OPEN TO ALL,2018-05-06T11:42:52Z,,FSE,1525606800,4,42,6,1
,OPEN TO ALL,2018-05-06T11:47:53Z,,CLW,1525607100,4,47,6,1
,OPEN TO ALL,2018-05-06T12:07:53Z,,CLW,1525608300,5,7,6,1
,OPEN TO ALL,2018-05-06T12:12:53Z,,FSE,1525608600,5,12,6,1
,OPEN TO ALL,2018-05-06T12:47:53Z,,CLW,1525610700,5,47,6,1
,OPEN TO ALL,2018-05-06T12:57:53Z,,FSE,1525611300,5,57,6,1
,OPEN TO ALL,2018-05-06T13:17:53Z,,FSE,1525612500,6,17,6,1
,OPEN TO ALL,2018-05-06T13:22:53Z,,FSE,1525612800,6,22,6,1
,OPEN TO ALL,2018-05-06T13:27:53Z,,CLW,1525613100,6,27,6,1
,OPEN TO ALL,2018-05-06T13:37:53Z,,CLW,1525613700,6,37,6,1
,OPEN TO ALL,2018-05-06T13:42:53Z,,CLW,1525614000,6,42,6,1
,OPEN TO ALL,2018-05-06T13:47:53Z,,CLW,1525614300,6,47,6,1
,OPEN TO ALL,2018-05-06T14:07:53Z,,CLW,1525615500,7,7,6,1
,OPEN TO ALL,2018-05-06T14:12:53Z,,FSE,1525615800,7,12,6,1
,OPEN TO ALL,2018-05-06T14:17:53Z,,CLW,1525616100,7,17,6,1
,OPEN TO ALL,2018-05-06T14:22:53Z,,CLW,1525616400,7,22,6,1
,OPEN TO ALL,2018-05-06T14:27:53Z,,CLW,1525616700,7,27,6,1
,OPEN TO ALL,2018-05-06T15:07:52Z,,CLW,1525619100,8,7,6,1
,OPEN TO ALL,2018-05-06T15:07:52Z,,FSE,1525619100,8,7,6,1
,OPEN TO ALL,2018-05-06T15:12:52Z,,CLW,1525619400,8,12,6,1
,OPEN TO ALL,2018-05-06T15:17:53Z,,FSE,1525619700,8,17,6,1
,OPEN TO ALL,2018-05-06T15:37:53Z,,CLW,1525620900,8,37,6,1
,OPEN TO ALL,2018-05-06T15:37:53Z,,FSE,1525620900,8,37,6,1
,OPEN TO ALL,2018-05-06T15:52:53Z,,FSE,1525621800,8,52,6,1
,OPEN TO ALL,2018-05-06T15:57:53Z,,CLW,1525622100,8,57,6,1
,OPEN TO ALL,2018-05-06T17:42:53Z,,CLW,1525628400,10,42,6,1
,OPEN TO ALL,2018-05-06T17:52:52Z,,FSE,1525629000,10,52,6,1
,OPEN TO ALL,2018-05-06T17:57:53Z,,FSE,1525629300,10,57,6,1
,OPEN TO ALL,2018-05-06T18:02:53Z,,CLW,1525629600,11,2,6,1
,OPEN TO ALL,2018-05-06T18:27:52Z,,FSE,1525631100,11,27,6,1
,OPEN TO ALL,2018-05-06T18:32:53Z,,CLW,1525631400,11,32,6,1
,OPEN TO ALL,2018-05-06T18:42:53Z,,CLW,1525632000,11,42,6,1
,OPEN TO ALL,2018-05-06T18:47:53Z,,CLW,1525632300,11,47,6,1
,OPEN TO ALL,2018-05-06T18:52:53Z,,CLW,1525632600,11,52,6,1
,OPEN TO ALL,2018-05-06T18:57:53Z,,FSE,1525632900,11,57,6,1
,OPEN TO ALL,2018-05-06T19:02:53Z,,CLW,1525633200,12,2,6,1
,OPEN TO ALL,2018-05-06T19:17:53Z,,FSE,1525634100,12,17,6,1
,OPEN TO ALL,2018-05-06T20:02:53Z,,CLW,1525636800,13,2,6,1
,OPEN TO ALL,2018-05-06T20:07:53Z,,FSE,1525637100,13,7,6,1
,OPEN TO ALL,2018-05-06T20:47:53Z,,FSE,1525639500,13,47,6,1
,OPEN TO ALL,2018-05-06T21:02:52Z,,CLW,1525640400,14,2,6,1
,OPEN TO ALL,2018-05-06T21:17:52Z,,FSE,1525641300,14,17,6,1
,OPEN TO ALL,2018-05-06T21:37:53Z,,CLW,1525642500,14,37,6,1
,OPEN TO ALL,2018-05-06T21:52:52Z,,CLW,1525643400,14,52,6,1
,OPEN TO ALL,2018-05-06T22:07:52Z,,FSE,1525644300,15,7,6,1
,OPEN TO ALL,2018-05-06T22:32:52Z,,CLW,1525645800,15,32,6,1
,OPEN TO ALL,2018-05-06T22:57:53Z,,FSE,1525647300,15,57,6,1
,OPEN TO ALL,2018-05-06T23:37:52Z,,FSE,1525649700,16,37,6,1
,OPEN TO ALL,2018-05-06T23:47:53Z,,CLW,1525650300,16,47,6,1
,OPEN TO ALL,2018-05-06T23:52:53Z,,CLW,1525650600,16,52,6,1
,OPEN TO ALL,2018-05-07T00:02:53Z,,CLW,1525651200,17,2,6,1
,OPEN TO ALL,2018-05-07T00:12:52Z,,FSE,1525651800,17,12,6,1
,OPEN TO ALL,2018-05-07T01:27:53Z,,FSE,1525656300,18,27,6,1
,OPEN TO ALL,2018-05-07T02:12:53Z,,CLW,1525659000,19,12,6,1
,OPEN TO ALL,2018-05-07T02:27:53Z,,CLW,1525659900,19,27,6,1
,OPEN TO ALL,2018-05-07T02:42:53Z,,CLW,1525660800,19,42,6,1
,OPEN TO ALL,2018-05-07T03:12:52Z,,CLW,1525662600,20,12,6,1
,OPEN TO ALL,2018-05-07T03:12:52Z,,FSE,1525662600,20,12,6,1
,OPEN TO ALL,2018-05-07T03:32:52Z,,FSE,1525663800,20,32,6,1
,OPEN TO ALL,2018-05-07T03:47:52Z,,FSE,1525664700,20,47,6,1
,OPEN TO ALL,2018-05-07T03:52:53Z,,FSE,1525665000,20,52,6,1
,OPEN TO ALL,2018-05-07T04:47:53Z,,FSE,1525668300,21,47,6,1
,OPEN TO ALL,2018-05-07T05:17:52Z,,CLW,1525670100,22,17,6,1
,OPEN TO ALL,2018-05-07T05:32:53Z,,FSE,1525671000,22,32,6,1
,OPEN TO ALL,2018-05-07T05:37:53Z,,CLW,1525671300,22,37,6,1
2.70,HOV 2+ NO TOLL,2018-05-04T14:17:53Z,EL Speed,CLW,1525443300,7,17,4,6
5.00,HOV 2+ NO TOLL,2018-05-04T15:27:53Z,EL Speed,CLW,1525447500,8,27,4,6
0.50,HOV 2+ NO TOLL,2018-05-04T15:37:53Z,EL Speed,FSE,1525448100,8,37,4,6
0.50,HOV 2+ NO TOLL,2018-05-04T15:42:52Z,EL Speed,FSE,1525448400,8,42,4,6
,OPEN TO ALL,2018-05-04T16:07:53Z,,FSE,1525449900,9,7,4,6
,OPEN TO ALL,2018-05-04T16:12:53Z,,FSE,1525450200,9,12,4,6
4.70,HOV 2+ NO TOLL,2018-05-04T16:22:52Z,EL Speed,CLW,1525450800,9,22,4,6
5.40,HOV 2+ NO TOLL,2018-05-04T16:32:53Z,EL Speed,CLW,1525451400,9,32,4,6
,OPEN TO ALL,2018-05-04T16:32:53Z,,FSE,1525451400,9,32,4,6
,OPEN TO ALL,2018-05-04T16:52:52Z,,FSE,1525452600,9,52,4,6
,OPEN TO ALL,2018-05-04T16:57:53Z,,FSE,1525452900,9,57,4,6
,OPEN TO ALL,2018-05-04T17:02:52Z,,FSE,1525453200,10,2,4,6
,OPEN TO ALL,2018-05-04T17:22:53Z,,CLW,1525454400,10,22,4,6
,OPEN TO ALL,2018-05-04T17:32:53Z,,FSE,1525455000,10,32,4,6
,OPEN TO ALL,2018-05-04T17:42:52Z,,CLW,1525455600,10,42,4,6
,OPEN TO ALL,2018-05-04T18:32:53Z,,FSE,1525458600,11,32,4,6
,OPEN TO ALL,2018-05-04T18:42:53Z,,CLW,1525459200,11,42,4,6
,OPEN TO ALL,2018-05-04T18:57:53Z,,CLW,1525460100,11,57,4,6
,OPEN TO ALL,2018-05-04T19:02:52Z,,FSE,1525460400,12,2,4,6
,OPEN TO ALL,2018-05-04T19:07:53Z,,CLW,1525460700,12,7,4,6
,OPEN TO ALL,2018-05-04T19:32:53Z,,FSE,1525462200,12,32,4,6
,OPEN TO ALL,2018-05-04T19:32:53Z,,CLW,1525462200,12,32,4,6
,OPEN TO ALL,2018-05-04T19:37:52Z,,FSE,1525462500,12,37,4,6
,OPEN TO ALL,2018-05-04T19:52:52Z,,FSE,1525463400,12,52,4,6
,OPEN TO ALL,2018-05-04T20:12:53Z,,FSE,1525464600,13,12,4,6
,OPEN TO ALL,2018-05-04T21:02:53Z,,FSE,1525467600,14,2,4,6
,OPEN TO ALL,2018-05-04T21:17:53Z,,FSE,1525468500,14,17,4,6
,OPEN TO ALL,2018-05-04T21:22:53Z,,FSE,1525468800,14,22,4,6
,OPEN TO ALL,2018-05-04T21:27:53Z,,CLW,1525469100,14,27,4,6
,OPEN TO ALL,2018-05-04T21:37:52Z,,FSE,1525469700,14,37,4,6
0.50,HOV 2+ NO TOLL,2018-05-04T22:27:53Z,EL Speed,CLW,1525472700,15,27,4,6
2.30,HOV 2+ NO TOLL,2018-05-04T22:37:52Z,EL Speed,FSE,1525473300,15,37,4,6
2.10,HOV 2+ NO TOLL,2018-05-04T23:07:53Z,EL Speed,FSE,1525475100,16,7,4,6
0.70,HOV 2+ NO TOLL,2018-05-04T23:17:53Z,EL Speed,CLW,1525475700,16,17,4,6
2.50,HOV 2+ NO TOLL,2018-05-04T23:22:53Z,EL Speed,FSE,1525476000,16,22,4,6
0.70,HOV 2+ NO TOLL,2018-05-04T23:32:53Z,EL Speed,CLW,1525476600,16,32,4,6
0.70,HOV 2+ NO TOLL,2018-05-04T23:52:53Z,EL Speed,CLW,1525477800,16,52,4,6
0.70,HOV 2+ NO TOLL,2018-05-04T23:57:53Z,EL Speed,CLW,1525478100,16,57,4,6
3.70,HOV 2+ NO TOLL,2018-05-05T00:02:53Z,EL Speed,FSE,1525478400,17,2,4,6
3.20,HOV 2+ NO TOLL,2018-05-05T00:12:53Z,EL Speed,FSE,1525479000,17,12,4,6
3.70,HOV 2+ NO TOLL,2018-05-05T00:42:52Z,EL Speed,FSE,1525480800,17,42,4,6
1.00,HOV 2+ NO TOLL,2018-05-05T00:52:53Z,EL Speed,CLW,1525481400,17,52,4,6
1.00,HOV 2+ NO TOLL,2018-05-05T00:57:53Z,EL Speed,CLW,1525481700,17,57,4,6
1.00,HOV 2+ NO TOLL,2018-05-05T01:12:53Z,EL Speed,CLW,1525482600,18,12,4,6
1.00,HOV 2+ NO TOLL,2018-05-05T01:22:53Z,EL Speed,CLW,1525483200,18,22,4,6
3.00,HOV 2+ NO TOLL,2018-05-05T01:27:53Z,EL Speed,FSE,1525483500,18,27,4,6
3.00,HOV 2+ NO TOLL,2018-05-05T01:32:53Z,EL Speed,FSE,1525483800,18,32,4,6
1.00,HOV 2+ NO TOLL,2018-05-05T01:37:53Z,EL Speed,CLW,1525484100,18,37,4,6
,OPEN TO ALL,2018-05-05T02:12:52Z,,CLW,1525486200,19,12,4,6
,OPEN TO ALL,2018-05-05T02:17:54Z,,CLW,1525486500,19,17,4,6
,OPEN TO ALL,2018-05-05T02:37:53Z,,FSE,1525487700,19,37,4,6
,OPEN TO ALL,2018-05-05T03:12:52Z,,CLW,1525489800,20,12,4,6
,OPEN TO ALL,2018-05-05T03:42:53Z,,FSE,1525491600,20,42,4,6
,OPEN TO ALL,2018-05-05T03:57:53Z,,FSE,1525492500,20,57,4,6
,OPEN TO ALL,2018-05-05T04:17:53Z,,FSE,1525493700,21,17,4,6
,OPEN TO ALL,2018-05-05T04:42:53Z,,FSE,1525495200,21,42,4,6
,OPEN TO ALL,2018-05-05T04:47:53Z,,CLW,1525495500,21,47,4,6
,OPEN TO ALL,2018-05-05T04:52:53Z,,CLW,1525495800,21,52,4,6
,OPEN TO ALL,2018-05-05T04:52:53Z,,FSE,1525495800,21,52,4,6
,OPEN TO ALL,2018-05-05T05:02:53Z,,CLW,1525496400,22,2,4,6
,OPEN TO ALL,2018-05-05T05:17:53Z,,FSE,1525497300,22,17,4,6
,OPEN TO ALL,2018-05-05T05:42:53Z,,FSE,1525498800,22,42,4,6
,OPEN TO ALL,2018-05-05T06:27:52Z,,CLW,1525501500,23,27,4,6
,OPEN TO ALL,2018-05-05T06:47:53Z,,FSE,1525502700,23,47,4,6
,OPEN TO ALL,2018-05-05T06:52:53Z,,FSE,1525503000,23,52,4,6
,OPEN TO ALL,2018-05-05T06:57:53Z,,FSE,1525503300,23,57,4,6
,OPEN TO ALL,2018-05-05T06:57:53Z,,CLW,1525503300,23,57,4,6
,OPEN TO ALL,2018-05-05T07:07:53Z,,FSE,1525503900,0,7,5,7
,OPEN TO ALL,2018-05-05T07:37:53Z,,FSE,1525505700,0,37,5,7
,OPEN TO ALL,2018-05-05T07:42:52Z,,CLW,1525506000,0,42,5,7
,OPEN TO ALL,2018-05-05T07:47:53Z,,CLW,1525506300,0,47,5,7
,OPEN TO ALL,2018-05-05T08:32:53Z,,CLW,1525509000,1,32,5,7
,OPEN TO ALL,2018-05-05T08:57:53Z,,FSE,1525510500,1,57,5,7
,OPEN TO ALL,2018-05-05T09:27:53Z,,CLW,1525512300,2,27,5,7
,OPEN TO ALL,2018-05-05T09:47:53Z,,CLW,1525513500,2,47,5,7
,OPEN TO ALL,2018-05-05T10:12:53Z,,FSE,1525515000,3,12,5,7
,OPEN TO ALL,2018-05-05T10:32:53Z,,CLW,1525516200,3,32,5,7
,OPEN TO ALL,2018-05-05T10:47:53Z,,CLW,1525517100,3,47,5,7
,OPEN TO ALL,2018-05-05T11:07:52Z,,FSE,1525518300,4,7,5,7
,OPEN TO ALL,2018-05-05T11:32:52Z,,CLW,1525519800,4,32,5,7
,OPEN TO ALL,2018-05-05T11:52:53Z,,FSE,1525521000,4,52,5,7
,OPEN TO ALL,2018-05-05T11:52:53Z,,CLW,1525521000,4,52,5,7
,OPEN TO ALL,2018-05-05T12:07:53Z,,FSE,1525521900,5,7,5,7
,OPEN TO ALL,2018-05-05T12:17:53Z,,FSE,1525522500,5,17,5,7
,OPEN TO ALL,2018-05-05T12:32:53Z,,FSE,1525523400,5,32,5,7
,OPEN TO ALL,2018-05-05T12:37:53Z,,FSE,1525523700,5,37,5,7
,OPEN TO ALL,2018-05-05T12:57:53Z,,FSE,1525524900,5,57,5,7
,OPEN TO ALL,2018-05-05T13:02:53Z,,CLW,1525525200,6,2,5,7
,OPEN TO ALL,2018-05-05T13:07:53Z,,FSE,1525525500,6,7,5,7
,OPEN TO ALL,2018-05-05T13:12:53Z,,FSE,1525525800,6,12,5,7
,OPEN TO ALL,2018-05-05T13:22:53Z,,CLW,1525526400,6,22,5,7
,OPEN TO ALL,2018-05-05T13:32:53Z,,FSE,1525527000,6,32,5,7
,OPEN TO ALL,2018-05-05T13:42:53Z,,FSE,1525527600,6,42,5,7
,OPEN TO ALL,2018-05-05T13:57:52Z,,FSE,1525528500,6,57,5,7
,OPEN TO ALL,2018-05-05T14:07:53Z,,FSE,1525529100,7,7,5,7
,OPEN TO ALL,2018-05-05T14:52:53Z,,FSE,1525531800,7,52,5,7
,OPEN TO ALL,2018-05-05T14:57:53Z,,CLW,1525532100,7,57,5,7
,OPEN TO ALL,2018-05-05T15:12:53Z,,CLW,1525533000,8,12,5,7
,OPEN TO ALL,2018-05-05T15:17:53Z,,CLW,1525533300,8,17,5,7
,OPEN TO ALL,2018-05-05T15:47:52Z,,FSE,1525535100,8,47,5,7
,OPEN TO ALL,2018-05-05T15:47:52Z,,CLW,1525535100,8,47,5,7
,OPEN TO ALL,2018-05-05T15:52:53Z,,CLW,1525535400,8,52,5,7
,OPEN TO ALL,2018-05-05T16:12:53Z,,CLW,1525536600,9,12,5,7
,OPEN TO ALL,2018-05-05T16:27:53Z,,FSE,1525537500,9,27,5,7
,OPEN TO ALL,2018-05-05T16:37:53Z,,FSE,1525538100,9,37,5,7
,OPEN TO ALL,2018-05-05T17:02:53Z,,CLW,1525539600,10,2,5,7
,OPEN TO ALL,2018-05-05T17:02:53Z,,FSE,1525539600,10,2,5,7
,OPEN TO ALL,2018-05-05T17:12:53Z,,FSE,1525540200,10,12,5,7
,OPEN TO ALL,2018-05-05T17:42:53Z,,CLW,1525542000,10,42,5,7
,OPEN TO ALL,2018-05-05T17:42:53Z,,FSE,1525542000,10,42,5,7
,OPEN TO ALL,2018-05-05T18:42:53Z,,CLW,1525545600,11,42,5,7
,OPEN TO ALL,2018-05-05T19:47:53Z,,FSE,1525549500,12,47,5,7
,OPEN TO ALL,2018-05-05T19:52:53Z,,CLW,1525549800,12,52,5,7
,OPEN TO ALL,2018-05-05T19:57:52Z,,CLW,1525550100,12,57,5,7
,OPEN TO ALL,2018-05-05T20:02:53Z,,FSE,1525550400,13,2,5,7
,OPEN TO ALL,2018-05-05T20:07:53Z,,FSE,1525550700,13,7,5,7
,OPEN TO ALL,2018-05-05T21:22:53Z,,FSE,1525555200,14,22,5,7
,OPEN TO ALL,2018-05-05T21:27:53Z,,CLW,1525555500,14,27,5,7
,OPEN TO ALL,2018-05-05T22:02:52Z,,CLW,1525557600,15,2,5,7
,OPEN TO ALL,2018-05-05T21:12:52Z,,FSE,1525554600,14,12,5,7
,OPEN TO ALL,2018-05-05T21:47:53Z,,CLW,1525556700,14,47,5,7
,OPEN TO ALL,2018-05-05T21:52:53Z,,CLW,1525557000,14,52,5,7
,OPEN TO ALL,2018-05-05T21:57:52Z,,CLW,1525557300,14,57,5,7
,OPEN TO ALL,2018-05-05T22:07:53Z,,CLW,1525557900,15,7,5,7
,OPEN TO ALL,2018-05-05T22:27:53Z,,FSE,1525559100,15,27,5,7
,OPEN TO ALL,2018-05-05T22:27:53Z,,CLW,1525559100,15,27,5,7
,OPEN TO ALL,2018-05-05T22:42:53Z,,CLW,1525560000,15,42,5,7
,OPEN TO ALL,2018-05-05T22:42:53Z,,FSE,1525560000,15,42,5,7
,OPEN TO ALL,2018-05-05T22:52:53Z,,FSE,1525560600,15,52,5,7
,OPEN TO ALL,2018-05-05T23:12:53Z,,CLW,1525561800,16,12,5,7
,OPEN TO ALL,2018-05-05T23:42:53Z,,CLW,1525563600,16,42,5,7
,OPEN TO ALL,2018-05-05T23:57:53Z,,FSE,1525564500,16,57,5,7
,OPEN TO ALL,2018-05-06T00:02:53Z,,FSE,1525564800,17,2,5,7
,OPEN TO ALL,2018-05-06T00:07:52Z,,CLW,1525565100,17,7,5,7
,OPEN TO ALL,2018-05-06T00:12:53Z,,FSE,1525565400,17,12,5,7
,OPEN TO ALL,2018-05-06T00:17:53Z,,CLW,1525565700,17,17,5,7
,OPEN TO ALL,2018-05-06T00:32:53Z,,FSE,1525566600,17,32,5,7
,OPEN TO ALL,2018-05-06T00:37:53Z,,FSE,1525566900,17,37,5,7
,OPEN TO ALL,2018-05-06T00:42:53Z,,CLW,1525567200,17,42,5,7
,OPEN TO ALL,2018-05-06T01:17:52Z,,CLW,1525569300,18,17,5,7
,OPEN TO ALL,2018-05-06T01:27:53Z,,FSE,1525569900,18,27,5,7
,OPEN TO ALL,2018-05-06T01:57:53Z,,FSE,1525571700,18,57,5,7
,OPEN TO ALL,2018-05-06T02:02:53Z,,CLW,1525572000,19,2,5,7
,OPEN TO ALL,2018-05-06T02:17:52Z,,CLW,1525572900,19,17,5,7
,OPEN TO ALL,2018-05-06T02:57:53Z,,FSE,1525575300,19,57,5,7
,OPEN TO ALL,2018-05-06T03:12:53Z,,FSE,1525576200,20,12,5,7
,OPEN TO ALL,2018-05-06T03:17:53Z,,FSE,1525576500,20,17,5,7
,OPEN TO ALL,2018-05-06T03:27:52Z,,FSE,1525577100,20,27,5,7
,OPEN TO ALL,2018-05-06T03:32:53Z,,CLW,1525577400,20,32,5,7
,OPEN TO ALL,2018-05-06T03:37:53Z,,FSE,1525577700,20,37,5,7
,OPEN TO ALL,2018-05-06T04:37:53Z,,CLW,1525581300,21,37,5,7
,OPEN TO ALL,2018-05-06T04:52:52Z,,FSE,1525582200,21,52,5,7
,OPEN TO ALL,2018-05-06T05:02:52Z,,FSE,1525582800,22,2,5,7
,OPEN TO ALL,2018-05-06T05:07:53Z,,CLW,1525583100,22,7,5,7
,OPEN TO ALL,2018-05-06T05:32:52Z,,FSE,1525584600,22,32,5,7
,OPEN TO ALL,2018-05-06T05:47:52Z,,CLW,1525585500,22,47,5,7
,OPEN TO ALL,2018-05-06T05:57:53Z,,CLW,1525586100,22,57,5,7
,OPEN TO ALL,2018-05-06T06:37:53Z,,CLW,1525588500,23,37,5,7
,OPEN TO ALL,2018-05-06T06:37:53Z,,FSE,1525588500,23,37,5,7
,OPEN TO ALL,2018-05-06T07:07:53Z,,FSE,1525590300,0,7,6,1
,OPEN TO ALL,2018-05-06T07:32:53Z,,CLW,1525591800,0,32,6,1
,OPEN TO ALL,2018-05-06T07:32:53Z,,FSE,1525591800,0,32,6,1
,OPEN TO ALL,2018-05-06T07:37:53Z,,CLW,1525592100,0,37,6,1
,OPEN TO ALL,2018-05-06T07:47:53Z,,CLW,1525592700,0,47,6,1
,OPEN TO ALL,2018-05-06T08:02:53Z,,CLW,1525593600,1,2,6,1
,OPEN TO ALL,2018-05-06T08:12:53Z,,CLW,1525594200,1,12,6,1
,OPEN TO ALL,2018-05-06T08:22:53Z,,CLW,1525594800,1,22,6,1
,OPEN TO ALL,2018-05-06T08:47:52Z,,FSE,1525596300,1,47,6,1
,OPEN TO ALL,2018-05-06T08:57:53Z,,CLW,1525596900,1,57,6,1
,OPEN TO ALL,2018-05-06T09:12:53Z,,CLW,1525597800,2,12,6,1
,OPEN TO ALL,2018-05-06T09:22:53Z,,FSE,1525598400,2,22,6,1
,OPEN TO ALL,2018-05-06T10:17:53Z,,CLW,1525601700,3,17,6,1
,OPEN TO ALL,2018-05-06T10:32:53Z,,FSE,1525602600,3,32,6,1
,OPEN TO ALL,2018-05-06T10:47:52Z,,FSE,1525603500,3,47,6,1
,OPEN TO ALL,2018-05-06T10:57:53Z,,FSE,1525604100,3,57,6,1
,OPEN TO ALL,2018-05-06T11:07:53Z,,CLW,1525604700,4,7,6,1
,OPEN TO ALL,2018-05-06T11:27:52Z,,FSE,1525605900,4,27,6,1
,OPEN TO ALL,2018-05-06T11:52:53Z,,FSE,1525607400,4,52,6,1
,OPEN TO ALL,2018-05-06T11:52:53Z,,CLW,1525607400,4,52,6,1
,OPEN TO ALL,2018-05-06T11:57:53Z,,CLW,1525607700,4,57,6,1
,OPEN TO ALL,2018-05-06T12:22:53Z,,FSE,1525609200,5,22,6,1
,OPEN TO ALL,2018-05-06T12:22:53Z,,CLW,1525609200,5,22,6,1
,OPEN TO ALL,2018-05-06T12:27:53Z,,FSE,1525609500,5,27,6,1
,OPEN TO ALL,2018-05-06T12:42:53Z,,FSE,1525610400,5,42,6,1
,OPEN TO ALL,2018-05-06T13:02:53Z,,CLW,1525611600,6,2,6,1
,OPEN TO ALL,2018-05-06T13:02:53Z,,FSE,1525611600,6,2,6,1
,OPEN TO ALL,2018-05-06T13:12:53Z,,FSE,1525612200,6,12,6,1
,OPEN TO ALL,2018-05-06T13:32:53Z,,CLW,1525613400,6,32,6,1
,OPEN TO ALL,2018-05-06T14:02:53Z,,CLW,1525615200,7,2,6,1
,OPEN TO ALL,2018-05-06T14:17:53Z,,FSE,1525616100,7,17,6,1
,OPEN TO ALL,2018-05-06T14:27:53Z,,FSE,1525616700,7,27,6,1
,OPEN TO ALL,2018-05-06T14:47:54Z,,FSE,1525617900,7,47,6,1
,OPEN TO ALL,2018-05-06T14:52:53Z,,CLW,1525618200,7,52,6,1
,OPEN TO ALL,2018-05-06T15:22:53Z,,FSE,1525620000,8,22,6,1
,OPEN TO ALL,2018-05-06T15:27:52Z,,CLW,1525620300,8,27,6,1
,OPEN TO ALL,2018-05-06T16:07:53Z,,CLW,1525622700,9,7,6,1
,OPEN TO ALL,2018-05-06T16:17:53Z,,CLW,1525623300,9,17,6,1
,OPEN TO ALL,2018-05-06T16:27:53Z,,CLW,1525623900,9,27,6,1
,OPEN TO ALL,2018-05-06T16:27:53Z,,FSE,1525623900,9,27,6,1
,OPEN TO ALL,2018-05-06T16:52:53Z,,FSE,1525625400,9,52,6,1
,OPEN TO ALL,2018-05-06T17:12:53Z,,FSE,1525626600,10,12,6,1
,OPEN TO ALL,2018-05-06T17:17:53Z,,CLW,1525626900,10,17,6,1
,OPEN TO ALL,2018-05-06T17:17:53Z,,FSE,1525626900,10,17,6,1
,OPEN TO ALL,2018-05-06T17:37:53Z,,FSE,1525628100,10,37,6,1
,OPEN TO ALL,2018-05-06T17:42:53Z,,FSE,1525628400,10,42,6,1
,OPEN TO ALL,2018-05-06T17:47:53Z,,FSE,1525628700,10,47,6,1
,OPEN TO ALL,2018-05-06T18:02:53Z,,FSE,1525629600,11,2,6,1
,OPEN TO ALL,2018-05-06T18:07:53Z,,CLW,1525629900,11,7,6,1
,OPEN TO ALL,2018-05-06T18:07:53Z,,FSE,1525629900,11,7,6,1
,OPEN TO ALL,2018-05-06T18:17:53Z,,FSE,1525630500,11,17,6,1
,OPEN TO ALL,2018-05-06T18:47:53Z,,FSE,1525632300,11,47,6,1
,OPEN TO ALL,2018-05-06T19:47:53Z,,CLW,1525635900,12,47,6,1
,OPEN TO ALL,2018-05-06T19:47:53Z,,FSE,1525635900,12,47,6,1
,OPEN TO ALL,2018-05-06T20:22:52Z,,CLW,1525638000,13,22,6,1
,OPEN TO ALL,2018-05-06T20:27:53Z,,FSE,1525638300,13,27,6,1
,OPEN TO ALL,2018-05-06T20:32:53Z,,FSE,1525638600,13,32,6,1
,OPEN TO ALL,2018-05-06T21:32:52Z,,CLW,1525642200,14,32,6,1
,OPEN TO ALL,2018-05-06T21:57:53Z,,FSE,1525643700,14,57,6,1
,OPEN TO ALL,2018-05-06T22:07:52Z,,CLW,1525644300,15,7,6,1
,OPEN TO ALL,2018-05-06T22:22:53Z,,FSE,1525645200,15,22,6,1
,OPEN TO ALL,2018-05-06T22:22:53Z,,CLW,1525645200,15,22,6,1
,OPEN TO ALL,2018-05-06T22:27:53Z,,FSE,1525645500,15,27,6,1
,OPEN TO ALL,2018-05-06T22:37:53Z,,CLW,1525646100,15,37,6,1
,OPEN TO ALL,2018-05-06T22:57:53Z,,CLW,1525647300,15,57,6,1
,OPEN TO ALL,2018-05-06T23:57:52Z,,FSE,1525650900,16,57,6,1
,OPEN TO ALL,2018-05-07T00:07:53Z,,FSE,1525651500,17,7,6,1
,OPEN TO ALL,2018-05-07T00:32:53Z,,FSE,1525653000,17,32,6,1
,OPEN TO ALL,2018-05-07T00:37:53Z,,CLW,1525653300,17,37,6,1
,OPEN TO ALL,2018-05-07T00:37:53Z,,FSE,1525653300,17,37,6,1
,OPEN TO ALL,2018-05-07T00:42:52Z,,FSE,1525653600,17,42,6,1
,OPEN TO ALL,2018-05-07T01:37:53Z,,FSE,1525656900,18,37,6,1
