pricing_module,message_module,time_checked,algorithm_mode,facility_id,interval_starting,hour,minute,mday,wday
4.90,HOV 2+ NO TOLL,2018-05-03T14:37:53Z,EL Speed,CLW,1525358100,7,37,3,5
0.50,HOV 2+ NO TOLL,2018-05-03T14:47:52Z,EL Speed,FSE,1525358700,7,47,3,5
6.10,HOV 2+ NO TOLL,2018-05-03T15:07:52Z,EL Speed,CLW,1525359900,8,7,3,5
0.50,HOV 2+ NO TOLL,2018-05-03T15:17:53Z,EL Speed,FSE,1525360500,8,17,3,5
7.60,HOV 2+ NO TOLL,2018-05-03T15:47:53Z,EL Speed,CLW,1525362300,8,47,3,5
0.50,HOV 2+ NO TOLL,2018-05-03T15:52:52Z,EL Speed,FSE,1525362600,8,52,3,5
,OPEN TO ALL,2018-05-03T16:02:53Z,,FSE,1525363200,9,2,3,5
5.60,HOV 2+ NO TOLL,2018-05-03T16:57:53Z,EL Speed,CLW,1525366500,9,57,3,5
,OPEN TO ALL,2018-05-03T16:57:53Z,,FSE,1525366500,9,57,3,5
,OPEN TO ALL,2018-05-03T17:17:53Z,,FSE,1525367700,10,17,3,5
,OPEN TO ALL,2018-05-03T17:22:53Z,,CLW,1525368000,10,22,3,5
,OPEN TO ALL,2018-05-03T17:47:53Z,,CLW,1525369500,10,47,3,5
,OPEN TO ALL,2018-05-03T18:02:53Z,,CLW,1525370400,11,2,3,5
,OPEN TO ALL,2018-05-03T18:27:53Z,,CLW,1525371900,11,27,3,5
,OPEN TO ALL,2018-05-03T18:52:53Z,,FSE,1525373400,11,52,3,5
,OPEN TO ALL,2018-05-03T19:02:53Z,,CLW,1525374000,12,2,3,5
,OPEN TO ALL,2018-05-03T19:17:53Z,,FSE,1525374900,12,17,3,5
,OPEN TO ALL,2018-05-03T19:32:53Z,,FSE,1525375800,12,32,3,5
,OPEN TO ALL,2018-05-03T19:37:53Z,,FSE,1525376100,12,37,3,5
,OPEN TO ALL,2018-05-03T20:02:53Z,,CLW,1525377600,13,2,3,5
,OPEN TO ALL,2018-05-03T20:07:53Z,,CLW,1525377900,13,7,3,5
,OPEN TO ALL,2018-05-03T20:12:53Z,,CLW,1525378200,13,12,3,5
,OPEN TO ALL,2018-05-03T20:22:53Z,,FSE,1525378800,13,22,3,5
,OPEN TO ALL,2018-05-03T20:32:52Z,,CLW,1525379400,13,32,3,5
,OPEN TO ALL,2018-05-03T20:57:52Z,,CLW,1525380900,13,57,3,5
,OPEN TO ALL,2018-05-03T21:17:53Z,,FSE,1525382100,14,17,3,5
,OPEN TO ALL,2018-05-03T21:47:53Z,,FSE,1525383900,14,47,3,5
,OPEN TO ALL,2018-05-03T21:47:53Z,,CLW,1525383900,14,47,3,5
0.50,HOV 2+ NO TOLL,2018-05-03T22:12:53Z,EL Speed,CLW,1525385400,15,12,3,5
0.50,HOV 2+ NO TOLL,2018-05-03T22:22:53Z,EL Speed,CLW,1525386000,15,22,3,5
0.50,HOV 2+ NO TOLL,2018-05-03T22:27:52Z,EL Speed,CLW,1525386300,15,27,3,5
1.20,HOV 2+ NO TOLL,2018-05-03T22:47:53Z,EL Speed,FSE,1525387500,15,47,3,5
3.30,HOV 2+ NO TOLL,2018-05-03T23:52:53Z,GP Speed,FSE,1525391400,16,52,3,5
5.50,HOV 2+ NO TOLL,2018-05-04T00:07:53Z,GP Speed,FSE,1525392300,17,7,3,5
5.80,HOV 2+ NO TOLL,2018-05-04T00:17:53Z,EL Speed,FSE,1525392900,17,17,3,5
1.20,HOV 2+ NO TOLL,2018-05-04T00:37:53Z,EL Speed,CLW,1525394100,17,37,3,5
5.90,HOV 2+ NO TOLL,2018-05-04T00:52:52Z,EL Speed,FSE,1525395000,17,52,3,5
1.00,HOV 2+ NO TOLL,2018-05-04T01:37:52Z,EL Speed,CLW,1525397700,18,37,3,5
3.20,HOV 2+ NO TOLL,2018-05-04T01:42:53Z,EL Speed,FSE,1525398000,18,42,3,5
3.30,HOV 2+ NO TOLL,2018-05-04T01:52:53Z,EL Speed,FSE,1525398600,18,52,3,5
1.00,HOV 2+ NO TOLL,2018-05-04T01:52:53Z,EL Speed,CLW,1525398600,18,52,3,5
,OPEN TO ALL,2018-05-04T02:12:53Z,,FSE,1525399800,19,12,3,5
,OPEN TO ALL,2018-05-04T02:27:53Z,,CLW,1525400700,19,27,3,5
,OPEN TO ALL,2018-05-04T02:42:53Z,,FSE,1525401600,19,42,3,5
,OPEN TO ALL,2018-05-04T02:52:52Z,,CLW,1525402200,19,52,3,5
,OPEN TO ALL,2018-05-04T03:12:53Z,,FSE,1525403400,20,12,3,5
,OPEN TO ALL,2018-05-04T03:27:53Z,,FSE,1525404300,20,27,3,5
,OPEN TO ALL,2018-05-04T03:27:53Z,,CLW,1525404300,20,27,3,5
,OPEN TO ALL,2018-05-04T03:37:53Z,,FSE,1525404900,20,37,3,5
,OPEN TO ALL,2018-05-04T04:22:53Z,,CLW,1525407600,21,22,3,5
,OPEN TO ALL,2018-05-04T04:37:53Z,,CLW,1525408500,21,37,3,5
,OPEN TO ALL,2018-05-04T04:42:53Z,,CLW,1525408800,21,42,3,5
,OPEN TO ALL,2018-05-04T04:52:53Z,,CLW,1525409400,21,52,3,5
,OPEN TO ALL,2018-05-04T04:57:53Z,,FSE,1525409700,21,57,3,5
,OPEN TO ALL,2018-05-04T05:07:53Z,,CLW,1525410300,22,7,3,5
,OPEN TO ALL,2018-05-04T05:12:53Z,,FSE,1525410600,22,12,3,5
,OPEN TO ALL,2018-05-04T05:17:53Z,,CLW,1525410900,22,17,3,5
,OPEN TO ALL,2018-05-04T05:27:53Z,,FSE,1525411500,22,27,3,5
,OPEN TO ALL,2018-05-04T05:47:53Z,,FSE,1525412700,22,47,3,5
,OPEN TO ALL,2018-05-04T06:27:54Z,,CLW,1525415100,23,27,3,5
,OPEN TO ALL,2018-05-04T06:52:53Z,,CLW,1525416600,23,52,3,5
,OPEN TO ALL,2018-05-04T06:57:53Z,,CLW,1525416900,23,57,3,5
,OPEN TO ALL,2018-05-04T07:32:52Z,,CLW,1525419000,0,32,4,6
,OPEN TO ALL,2018-05-04T07:37:53Z,,FSE,1525419300,0,37,4,6
,OPEN TO ALL,2018-05-04T07:42:53Z,,CLW,1525419600,0,42,4,6
,OPEN TO ALL,2018-05-04T07:57:52Z,,CLW,1525420500,0,57,4,6
,OPEN TO ALL,2018-05-04T07:57:52Z,,FSE,1525420500,0,57,4,6
,OPEN TO ALL,2018-05-04T08:47:53Z,,CLW,1525423500,1,47,4,6
,OPEN TO ALL,2018-05-04T08:52:53Z,,FSE,1525423800,1,52,4,6
,OPEN TO ALL,2018-05-04T09:17:53Z,,CLW,1525425300,2,17,4,6
,OPEN TO ALL,2018-05-04T09:37:53Z,,CLW,1525426500,2,37,4,6
,OPEN TO ALL,2018-05-04T09:42:53Z,,FSE,1525426800,2,42,4,6
,OPEN TO ALL,2018-05-04T09:57:53Z,,FSE,1525427700,2,57,4,6
,OPEN TO ALL,2018-05-04T10:07:52Z,,CLW,1525428300,3,7,4,6
,OPEN TO ALL,2018-05-04T10:12:53Z,,FSE,1525428600,3,12,4,6
,OPEN TO ALL,2018-05-04T10:22:52Z,,FSE,1525429200,3,22,4,6
,OPEN TO ALL,2018-05-04T10:42:53Z,,FSE,1525430400,3,42,4,6
,OPEN TO ALL,2018-05-04T10:57:53Z,,CLW,1525431300,3,57,4,6
,OPEN TO ALL,2018-05-04T11:02:52Z,,CLW,1525431600,4,2,4,6
,OPEN TO ALL,2018-05-04T11:12:53Z,,FSE,1525432200,4,12,4,6
,OPEN TO ALL,2018-05-04T11:22:53Z,,FSE,1525432800,4,22,4,6
,OPEN TO ALL,2018-05-04T11:32:52Z,,CLW,1525433400,4,32,4,6
,OPEN TO ALL,2018-05-04T11:47:53Z,,FSE,1525434300,4,47,4,6
,OPEN TO ALL,2018-05-04T11:52:52Z,,CLW,1525434600,4,52,4,6
0.50,HOV 2+ NO TOLL,2018-05-03T15:02:53Z,EL Speed,FSE,1525359600,8,2,3,5
0.50,HOV 2+ NO TOLL,2018-05-03T15:07:52Z,EL Speed,FSE,1525359900,8,7,3,5
6.80,HOV 2+ NO TOLL,2018-05-03T15:17:53Z,EL Speed,CLW,1525360500,8,17,3,5
0.50,HOV 2+ NO TOLL,2018-05-03T15:22:53Z,EL Speed,FSE,1525360800,8,22,3,5
7.00,HOV 2+ NO TOLL,2018-05-03T15:27:53Z,EL Speed,CLW,1525361100,8,27,3,5
7.20,HOV 2+ NO TOLL,2018-05-03T15:32:53Z,EL Speed,CLW,1525361400,8,32,3,5
,OPEN TO ALL,2018-05-03T16:22:53Z,,FSE,1525364400,9,22,3,5
6.60,HOV 2+ NO TOLL,2018-05-03T16:32:53Z,EL Speed,CLW,1525365000,9,32,3,5
6.10,HOV 2+ NO TOLL,2018-05-03T16:47:52Z,EL Speed,CLW,1525365900,9,47,3,5
,OPEN TO ALL,2018-05-03T16:52:53Z,,FSE,1525366200,9,52,3,5
6.10,HOV 2+ NO TOLL,2018-05-03T16:52:53Z,EL Speed,CLW,1525366200,9,52,3,5
,OPEN TO ALL,2018-05-03T17:12:53Z,,FSE,1525367400,10,12,3,5
,OPEN TO ALL,2018-05-03T17:37:53Z,,CLW,1525368900,10,37,3,5
,OPEN TO ALL,2018-05-03T17:37:53Z,,FSE,1525368900,10,37,3,5
,OPEN TO ALL,2018-05-03T17:42:53Z,,CLW,1525369200,10,42,3,5
,OPEN TO ALL,2018-05-03T18:02:53Z,,FSE,1525370400,11,2,3,5
,OPEN TO ALL,2018-05-03T18:12:53Z,,CLW,1525371000,11,12,3,5
,OPEN TO ALL,2018-05-03T18:32:53Z,,FSE,1525372200,11,32,3,5
,OPEN TO ALL,2018-05-03T18:47:53Z,,CLW,1525373100,11,47,3,5
,OPEN TO ALL,2018-05-03T18:52:53Z,,CLW,1525373400,11,52,3,5
,OPEN TO ALL,2018-05-03T19:02:53Z,,FSE,1525374000,12,2,3,5
,OPEN TO ALL,2018-05-03T19:07:53Z,,FSE,1525374300,12,7,3,5
,OPEN TO ALL,2018-05-03T19:47:53Z,,CLW,1525376700,12,47,3,5
,OPEN TO ALL,2018-05-03T19:52:53Z,,FSE,1525377000,12,52,3,5
,OPEN TO ALL,2018-05-03T19:52:53Z,,CLW,1525377000,12,52,3,5
,OPEN TO ALL,2018-05-03T20:37:53Z,,FSE,1525379700,13,37,3,5
,OPEN TO ALL,2018-05-03T20:42:53Z,,CLW,1525380000,13,42,3,5
,OPEN TO ALL,2018-05-03T20:47:53Z,,FSE,1525380300,13,47,3,5
,OPEN TO ALL,2018-05-03T20:52:52Z,,FSE,1525380600,13,52,3,5
,OPEN TO ALL,2018-05-03T20:57:52Z,,FSE,1525380900,13,57,3,5
,OPEN TO ALL,2018-05-03T21:12:52Z,,CLW,1525381800,14,12,3,5
,OPEN TO ALL,2018-05-03T21:22:52Z,,CLW,1525382400,14,22,3,5
,OPEN TO ALL,2018-05-03T21:52:52Z,,CLW,1525384200,14,52,3,5
0.50,HOV 2+ NO TOLL,2018-05-03T22:17:53Z,EL Speed,CLW,1525385700,15,17,3,5
0.50,HOV 2+ NO TOLL,2018-05-03T22:32:53Z,EL Speed,CLW,1525386600,15,32,3,5
1.20,HOV 2+ NO TOLL,2018-05-03T22:37:53Z,EL Speed,FSE,1525386900,15,37,3,5
0.50,HOV 2+ NO TOLL,2018-05-03T22:52:54Z,EL Speed,CLW,1525387800,15,52,3,5
2.00,HOV 2+ NO TOLL,2018-05-03T23:02:53Z,EL Speed,FSE,1525388400,16,2,3,5
2.20,HOV 2+ NO TOLL,2018-05-03T23:17:53Z,EL Speed,FSE,1525389300,16,17,3,5
2.10,HOV 2+ NO TOLL,2018-05-03T23:32:53Z,EL Speed,FSE,1525390200,16,32,3,5
2.00,HOV 2+ NO TOLL,2018-05-03T23:42:53Z,EL Speed,FSE,1525390800,16,42,3,5
0.70,HOV 2+ NO TOLL,2018-05-03T23:52:53Z,EL Speed,CLW,1525391400,16,52,3,5
4.10,HOV 2+ NO TOLL,2018-05-03T23:57:53Z,GP Speed,FSE,1525391700,16,57,3,5
1.30,HOV 2+ NO TOLL,2018-05-04T00:02:53Z,EL Speed,CLW,1525392000,17,2,3,5
1.30,HOV 2+ NO TOLL,2018-05-04T00:07:53Z,EL Speed,CLW,1525392300,17,7,3,5
1.20,HOV 2+ NO TOLL,2018-05-04T00:17:53Z,EL Speed,CLW,1525392900,17,17,3,5
6.60,HOV 2+ NO TOLL,2018-05-04T00:32:53Z,GP Speed,FSE,1525393800,17,32,3,5
1.60,HOV 2+ NO TOLL,2018-05-04T00:32:53Z,EL Speed,CLW,1525393800,17,32,3,5
1.00,HOV 2+ NO TOLL,2018-05-04T00:47:52Z,EL Speed,CLW,1525394700,17,47,3,5
1.00,HOV 2+ NO TOLL,2018-05-04T00:57:53Z,EL Speed,CLW,1525395300,17,57,3,5
1.00,HOV 2+ NO TOLL,2018-05-04T01:17:53Z,EL Speed,CLW,1525396500,18,17,3,5
4.50,HOV 2+ NO TOLL,2018-05-04T01:27:53Z,EL Speed,FSE,1525397100,18,27,3,5
1.00,HOV 2+ NO TOLL,2018-05-04T01:27:53Z,EL Speed,CLW,1525397100,18,27,3,5
1.00,HOV 2+ NO TOLL,2018-05-04T01:32:53Z,EL Speed,CLW,1525397400,18,32,3,5
1.00,HOV 2+ NO TOLL,2018-05-04T01:47:53Z,EL Speed,CLW,1525398300,18,47,3,5
,OPEN TO ALL,2018-05-04T02:12:53Z,,CLW,1525399800,19,12,3,5
,OPEN TO ALL,2018-05-04T02:22:52Z,,FSE,1525400400,19,22,3,5
,OPEN TO ALL,2018-05-04T02:32:53Z,,FSE,1525401000,19,32,3,5
,OPEN TO ALL,2018-05-04T02:37:53Z,,FSE,1525401300,19,37,3,5
,OPEN TO ALL,2018-05-04T03:02:53Z,,FSE,1525402800,20,2,3,5
,OPEN TO ALL,2018-05-04T03:42:53Z,,FSE,1525405200,20,42,3,5
,OPEN TO ALL,2018-05-04T03:52:53Z,,CLW,1525405800,20,52,3,5
,OPEN TO ALL,2018-05-04T04:02:52Z,,FSE,1525406400,21,2,3,5
,OPEN TO ALL,2018-05-04T04:22:53Z,,FSE,1525407600,21,22,3,5
,OPEN TO ALL,2018-05-04T04:47:53Z,,CLW,1525409100,21,47,3,5
,OPEN TO ALL,2018-05-04T04:52:53Z,,FSE,1525409400,21,52,3,5
,OPEN TO ALL,2018-05-04T05:17:53Z,,FSE,1525410900,22,17,3,5
,OPEN TO ALL,2018-05-04T05:32:53Z,,FSE,1525411800,22,32,3,5
,OPEN TO ALL,2018-05-04T05:37:53Z,,CLW,1525412100,22,37,3,5
,OPEN TO ALL,2018-05-04T05:42:53Z,,CLW,1525412400,22,42,3,5
,OPEN TO ALL,2018-05-04T06:12:53Z,,FSE,1525414200,23,12,3,5
,OPEN TO ALL,2018-05-04T07:22:53Z,,FSE,1525418400,0,22,4,6
,OPEN TO ALL,2018-05-04T07:32:52Z,,FSE,1525419000,0,32,4,6
,OPEN TO ALL,2018-05-04T08:02:52Z,,FSE,1525420800,1,2,4,6
,OPEN TO ALL,2018-05-04T08:07:53Z,,CLW,1525421100,1,7,4,6
,OPEN TO ALL,2018-05-04T08:12:53Z,,FSE,1525421400,1,12,4,6
,OPEN TO ALL,2018-05-04T08:22:53Z,,CLW,1525422000,1,22,4,6
,OPEN TO ALL,2018-05-04T08:32:53Z,,FSE,1525422600,1,32,4,6
,OPEN TO ALL,2018-05-04T08:52:53Z,,CLW,1525423800,1,52,4,6
,OPEN TO ALL,2018-05-04T08:57:52Z,,CLW,1525424100,1,57,4,6
,OPEN TO ALL,2018-05-04T09:02:52Z,,CLW,1525424400,2,2,4,6
,OPEN TO ALL,2018-05-04T09:27:53Z,,FSE,1525425900,2,27,4,6
,OPEN TO ALL,2018-05-04T09:32:53Z,,FSE,1525426200,2,32,4,6
,OPEN TO ALL,2018-05-04T09:37:53Z,,FSE,1525426500,2,37,4,6
,OPEN TO ALL,2018-05-04T09:52:53Z,,CLW,1525427400,2,52,4,6
,OPEN TO ALL,2018-05-04T10:02:52Z,,CLW,1525428000,3,2,4,6
,OPEN TO ALL,2018-05-04T10:32:53Z,,FSE,1525429800,3,32,4,6
,OPEN TO ALL,2018-05-04T10:37:53Z,,CLW,1525430100,3,37,4,6
,OPEN TO ALL,2018-05-04T10:47:53Z,,FSE,1525430700,3,47,4,6
,OPEN TO ALL,2018-05-04T10:52:53Z,,FSE,1525431000,3,52,4,6
,OPEN TO ALL,2018-05-04T11:07:53Z,,FSE,1525431900,4,7,4,6
,OPEN TO ALL,2018-05-04T11:12:53Z,,CLW,1525432200,4,12,4,6
,OPEN TO ALL,2018-05-04T11:17:53Z,,FSE,1525432500,4,17,4,6
,OPEN TO ALL,2018-05-04T11:37:53Z,,FSE,1525433700,4,37,4,6
,OPEN TO ALL,2018-05-04T11:37:53Z,,CLW,1525433700,4,37,4,6
,OPEN TO ALL,2018-05-04T11:47:53Z,,CLW,1525434300,4,47,4,6
,OPEN TO ALL,2018-05-04T11:52:52Z,,FSE,1525434600,4,52,4,6
0.30,HOV 2+ NO TOLL,2018-05-04T12:02:53Z,EL Speed,FSE,1525435200,5,2,4,6
0.30,HOV 2+ NO TOLL,2018-05-04T12:42:52Z,EL Speed,FSE,1525437600,5,42,4,6
0.30,HOV 2+ NO TOLL,2018-05-04T12:52:53Z,EL Speed,FSE,1525438200,5,52,4,6
0.70,HOV 2+ NO TOLL,2018-05-04T12:52:53Z,EL Speed,CLW,1525438200,5,52,4,6
2.00,HOV 2+ NO TOLL,2018-05-04T13:42:52Z,EL Speed,CLW,1525441200,6,42,4,6
0.50,HOV 2+ NO TOLL,2018-05-04T14:12:53Z,EL Speed,FSE,1525443000,7,12,4,6
2.70,HOV 2+ NO TOLL,2018-05-04T14:12:53Z,EL Speed,CLW,1525443000,7,12,4,6
0.50,HOV 2+ NO TOLL,2018-05-04T14:17:53Z,EL Speed,FSE,1525443300,7,17,4,6
3.60,HOV 2+ NO TOLL,2018-05-04T14:32:52Z,EL Speed,CLW,1525444200,7,32,4,6
0.50,HOV 2+ NO TOLL,2018-05-04T14:37:53Z,EL Speed,FSE,1525444500,7,37,4,6
0.50,HOV 2+ NO TOLL,2018-05-04T14:42:53Z,EL Speed,FSE,1525444800,7,42,4,6
0.50,HOV 2+ NO TOLL,2018-05-04T14:52:52Z,EL Speed,FSE,1525445400,7,52,4,6
4.60,HOV 2+ NO TOLL,2018-05-04T14:57:53Z,EL Speed,CLW,1525445700,7,57,4,6
0.50,HOV 2+ NO TOLL,2018-05-04T15:32:53Z,EL Speed,FSE,1525447800,8,32,4,6
5.90,HOV 2+ NO TOLL,2018-05-04T15:52:53Z,EL Speed,CLW,1525449000,8,52,4,6
,OPEN TO ALL,2018-05-04T16:22:52Z,,FSE,1525450800,9,22,4,6
5.30,HOV 2+ NO TOLL,2018-05-04T16:42:52Z,EL Speed,CLW,1525452000,9,42,4,6
,OPEN TO ALL,2018-05-04T16:42:52Z,,FSE,1525452000,9,42,4,6
,OPEN TO ALL,2018-05-02T03:27:53Z,,CLW,1525231500,20,27,1,3
,OPEN TO ALL,2018-05-02T03:42:53Z,,FSE,1525232400,20,42,1,3
,OPEN TO ALL,2018-05-02T04:27:53Z,,FSE,1525235100,21,27,1,3
,OPEN TO ALL,2018-05-02T04:32:53Z,,FSE,1525235400,21,32,1,3
,OPEN TO ALL,2018-05-02T04:42:53Z,,FSE,1525236000,21,42,1,3
,OPEN TO ALL,2018-05-02T04:52:53Z,,CLW,1525236600,21,52,1,3
,OPEN TO ALL,2018-05-02T05:02:53Z,,FSE,1525237200,22,2,1,3
,OPEN TO ALL,2018-05-02T05:42:52Z,,FSE,1525239600,22,42,1,3
,OPEN TO ALL,2018-05-02T05:47:53Z,,CLW,1525239900,22,47,1,3
,OPEN TO ALL,2018-05-02T05:57:52Z,,CLW,1525240500,22,57,1,3
,OPEN TO ALL,2018-05-02T06:27:53Z,,CLW,1525242300,23,27,1,3
,OPEN TO ALL,2018-05-02T06:27:53Z,,FSE,1525242300,23,27,1,3
,OPEN TO ALL,2018-05-02T06:32:53Z,,CLW,1525242600,23,32,1,3
,OPEN TO ALL,2018-05-02T06:57:53Z,,CLW,1525244100,23,57,1,3
,OPEN TO ALL,2018-05-02T07:12:53Z,,CLW,1525245000,0,12,2,4
,OPEN TO ALL,2018-05-02T07:32:52Z,,FSE,1525246200,0,32,2,4
,OPEN TO ALL,2018-05-02T07:37:53Z,,FSE,1525246500,0,37,2,4
,OPEN TO ALL,2018-05-02T07:57:53Z,,CLW,1525247700,0,57,2,4
,OPEN TO ALL,2018-05-02T08:07:53Z,,FSE,1525248300,1,7,2,4
,OPEN TO ALL,2018-05-02T08:17:53Z,,FSE,1525248900,1,17,2,4
,OPEN TO ALL,2018-05-02T08:22:53Z,,CLW,1525249200,1,22,2,4
,OPEN TO ALL,2018-05-02T08:37:52Z,,FSE,1525250100,1,37,2,4
,OPEN TO ALL,2018-05-02T09:27:53Z,,CLW,1525253100,2,27,2,4
,OPEN TO ALL,2018-05-02T09:52:53Z,,CLW,1525254600,2,52,2,4
,OPEN TO ALL,2018-05-02T09:57:53Z,,FSE,1525254900,2,57,2,4
,OPEN TO ALL,2018-05-02T10:02:53Z,,FSE,1525255200,3,2,2,4
,OPEN TO ALL,2018-05-02T10:22:53Z,,CLW,1525256400,3,22,2,4
,OPEN TO ALL,2018-05-02T10:37:53Z,,FSE,1525257300,3,37,2,4
,OPEN TO ALL,2018-05-02T10:37:53Z,,CLW,1525257300,3,37,2,4
,OPEN TO ALL,2018-05-02T10:52:53Z,,FSE,1525258200,3,52,2,4
,OPEN TO ALL,2018-05-02T11:12:52Z,,FSE,1525259400,4,12,2,4
,OPEN TO ALL,2018-05-02T11:17:53Z,,CLW,1525259700,4,17,2,4
,OPEN TO ALL,2018-05-02T11:57:53Z,,CLW,1525262100,4,57,2,4
,OPEN TO ALL,2018-05-02T11:57:53Z,,FSE,1525262100,4,57,2,4
0.30,HOV 2+ NO TOLL,2018-05-02T12:12:53Z,EL Speed,FSE,1525263000,5,12,2,4
0.30,HOV 2+ NO TOLL,2018-05-02T12:17:53Z,EL Speed,FSE,1525263300,5,17,2,4
0.70,HOV 2+ NO TOLL,2018-05-02T12:32:53Z,EL Speed,CLW,1525264200,5,32,2,4
0.30,HOV 2+ NO TOLL,2018-05-02T12:52:53Z,EL Speed,FSE,1525265400,5,52,2,4
0.50,HOV 2+ NO TOLL,2018-05-02T13:02:53Z,EL Speed,FSE,1525266000,6,2,2,4
0.50,HOV 2+ NO TOLL,2018-05-02T13:27:53Z,EL Speed,FSE,1525267500,6,27,2,4
0.50,HOV 2+ NO TOLL,2018-05-02T13:37:53Z,EL Speed,FSE,1525268100,6,37,2,4
0.50,HOV 2+ NO TOLL,2018-05-02T13:47:52Z,EL Speed,FSE,1525268700,6,47,2,4
2.30,HOV 2+ NO TOLL,2018-05-02T13:57:53Z,EL Speed,CLW,1525269300,6,57,2,4
0.50,HOV 2+ NO TOLL,2018-05-02T13:57:53Z,EL Speed,FSE,1525269300,6,57,2,4
4.10,HOV 2+ NO TOLL,2018-05-02T14:27:53Z,EL Speed,CLW,1525271100,7,27,2,4
0.50,HOV 2+ NO TOLL,2018-05-02T14:37:53Z,EL Speed,FSE,1525271700,7,37,2,4
6.80,HOV 2+ NO TOLL,2018-05-02T15:07:53Z,EL Speed,CLW,1525273500,8,7,2,4
0.50,HOV 2+ NO TOLL,2018-05-02T15:07:53Z,EL Speed,FSE,1525273500,8,7,2,4
0.50,HOV 2+ NO TOLL,2018-05-02T15:17:53Z,EL Speed,FSE,1525274100,8,17,2,4
0.50,HOV 2+ NO TOLL,2018-05-02T15:22:53Z,EL Speed,FSE,1525274400,8,22,2,4
0.50,HOV 2+ NO TOLL,2018-05-02T15:27:53Z,EL Speed,FSE,1525274700,8,27,2,4
0.50,HOV 2+ NO TOLL,2018-05-02T15:47:52Z,EL Speed,FSE,1525275900,8,47,2,4
7.40,HOV 2+ NO TOLL,2018-05-02T16:07:53Z,EL Speed,CLW,1525277100,9,7,2,4
,OPEN TO ALL,2018-05-02T16:27:53Z,,FSE,1525278300,9,27,2,4
,OPEN TO ALL,2018-05-02T16:32:53Z,,FSE,1525278600,9,32,2,4
,OPEN TO ALL,2018-05-02T17:02:52Z,,CLW,1525280400,10,2,2,4
,OPEN TO ALL,2018-05-02T17:12:53Z,,FSE,1525281000,10,12,2,4
,OPEN TO ALL,2018-05-02T17:22:53Z,,FSE,1525281600,10,22,2,4
,OPEN TO ALL,2018-05-02T17:32:52Z,,FSE,1525282200,10,32,2,4
,OPEN TO ALL,2018-05-02T17:32:52Z,,CLW,1525282200,10,32,2,4
,OPEN TO ALL,2018-05-02T17:42:53Z,,FSE,1525282800,10,42,2,4
,OPEN TO ALL,2018-05-02T17:47:53Z,,FSE,1525283100,10,47,2,4
,OPEN TO ALL,2018-05-02T17:52:53Z,,FSE,1525283400,10,52,2,4
,OPEN TO ALL,2018-05-02T18:12:53Z,,CLW,1525284600,11,12,2,4
,OPEN TO ALL,2018-05-02T18:17:53Z,,CLW,1525284900,11,17,2,4
,OPEN TO ALL,2018-05-02T18:22:53Z,,CLW,1525285200,11,22,2,4
,OPEN TO ALL,2018-05-02T18:27:53Z,,FSE,1525285500,11,27,2,4
,OPEN TO ALL,2018-05-02T18:47:53Z,,CLW,1525286700,11,47,2,4
,OPEN TO ALL,2018-05-02T19:22:52Z,,CLW,1525288800,12,22,2,4
,OPEN TO ALL,2018-05-02T19:32:53Z,,FSE,1525289400,12,32,2,4
,OPEN TO ALL,2018-05-02T19:57:53Z,,FSE,1525290900,12,57,2,4
,OPEN TO ALL,2018-05-02T20:02:53Z,,CLW,1525291200,13,2,2,4
,OPEN TO ALL,2018-05-02T20:27:53Z,,FSE,1525292700,13,27,2,4
,OPEN TO ALL,2018-05-02T20:52:52Z,,CLW,1525294200,13,52,2,4
,OPEN TO ALL,2018-05-02T21:47:53Z,,CLW,1525297500,14,47,2,4
,OPEN TO ALL,2018-05-02T21:52:53Z,,FSE,1525297800,14,52,2,4
,OPEN TO ALL,2018-05-02T21:57:53Z,,CLW,1525298100,14,57,2,4
0.50,HOV 2+ NO TOLL,2018-05-02T22:02:53Z,EL Speed,CLW,1525298400,15,2,2,4
1.70,HOV 2+ NO TOLL,2018-05-02T22:32:52Z,EL Speed,FSE,1525300200,15,32,2,4
0.50,HOV 2+ NO TOLL,2018-05-02T22:37:54Z,EL Speed,CLW,1525300500,15,37,2,4
1.20,HOV 2+ NO TOLL,2018-05-02T22:47:52Z,EL Speed,FSE,1525301100,15,47,2,4
0.70,HOV 2+ NO TOLL,2018-05-02T23:12:53Z,EL Speed,CLW,1525302600,16,12,2,4
5.00,HOV 2+ NO TOLL,2018-05-03T00:07:52Z,GP Speed,FSE,1525305900,17,7,2,4
5.30,HOV 2+ NO TOLL,2018-05-03T00:22:53Z,GP Speed,FSE,1525306800,17,22,2,4
1.20,HOV 2+ NO TOLL,2018-05-03T00:37:53Z,EL Speed,CLW,1525307700,17,37,2,4
6.90,HOV 2+ NO TOLL,2018-05-03T00:37:53Z,GP Speed,FSE,1525307700,17,37,2,4
1.00,HOV 2+ NO TOLL,2018-05-03T01:22:52Z,EL Speed,CLW,1525310400,18,22,2,4
1.00,HOV 2+ NO TOLL,2018-05-03T01:32:52Z,EL Speed,CLW,1525311000,18,32,2,4
2.50,HOV 2+ NO TOLL,2018-05-03T01:52:53Z,EL Speed,FSE,1525312200,18,52,2,4
,OPEN TO ALL,2018-05-03T02:12:53Z,,FSE,1525313400,19,12,2,4
,OPEN TO ALL,2018-05-03T02:27:53Z,,FSE,1525314300,19,27,2,4
