"","joinid","permyear","permdate","county","jurisdictn","apn","address","zip","projname","hcategory","verylow","low","moderate","abovemod","totalunit","infill","affrdunit","deedaffrd","asstaffrd","opnaffrd","tenure","rpa","rhna","rhnacyc","pda","pdaid","tpa","hoa","occertiss","occertyr","occertdt","mapped","notes"
"4418","SANT0003658","2016",NULL,"6085","Gilroy",NULL,"1005 OAK BROOK WY",NULL,"CALATLANTIC HOMES","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10255 - PLAN 4B LOT 66 CONSTRUCT NEW"
"4419","SANT0003659","2016",NULL,"6085","Gilroy",NULL,"901 PUMA WY",NULL,"SIGNATURE HOMES INC- GILR","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10230 - PLAN 3A LOT 9 NEW SFR 3302 S.F"
"4420","SANT0003660","2016",NULL,"6085","Gilroy",NULL,"911 PUMA WY",NULL,"SIGNATURE HOMES INC- GILR","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10230 - PLAN 1B LOT 8 NEW SFR 2662S.F."
"4421","SANT0003661","2016",NULL,"6085","Gilroy",NULL,"921 PUMA WY",NULL,"SIGNATURE HOMES INC- GILR","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10230 - PLAN 2C LOT 7 NEW SFR 3065 S.F"
"4422","SANT0003662","2016",NULL,"6085","Gilroy",NULL,"931 PUMA WY",NULL,"SIGNATURE HOMES INC- GILR","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10230 - PLAN 1A LOT 6 NEW SFR 2662S.F."
"4423","SANT0003663","2016",NULL,"6085","Gilroy",NULL,"937 PUMA WY",NULL,"SIGNATURE HOMES INC- GILR","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10230 - PLAN 3B LOT 5 NEW SFR 3302 S.F"
"4424","SANT0003664","2016",NULL,"6085","Gilroy",NULL,"1832 ROSEMARY DR",NULL,"MERITAGE HOMES","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10220 -PLAN 4B (240-3008) LOT 173 NEW"
"4425","SANT0003665","2016",NULL,"6085","Gilroy",NULL,"1836 ROSEMARY DR",NULL,"MERITAGE HOMES","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10220 - PLAN 3C (238-2656)LOT 172 NEW"
"4426","SANT0003666","2016",NULL,"6085","Gilroy",NULL,"1838 ROSERMARY DR",NULL,"MERITAGE HOMES","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10220 -PLAN 4AR (240-3008) LOT 171 NEW"
"4427","SANT0003667","2016",NULL,"6085","Gilroy",NULL,"6564 LOPEZ WY",NULL,"BROOKFIELD AMBROSIA LLC","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10256 -PLAN 1B-L LOT 35 CONSTRUCT NEW"
"4428","SANT0003668","2016",NULL,"6085","Gilroy",NULL,"6570 LOPEZ WY",NULL,"BROOKFIELD/MATARO LLC","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10256 -PLAN 3C-L LOT 34 CONSTRUCT NEW"
"4429","SANT0003669","2016",NULL,"6085","Gilroy",NULL,"6576 LOPEZ WY",NULL,"BROOKFIELD/MATARO LLC","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10256 -PLAN 2B-R LOT 33 CONSTRUCT NEW"
"4430","SANT0003670","2016",NULL,"6085","Gilroy",NULL,"6582 LOPEZ WY",NULL,"BROOKFIELD/MATARO LLC","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10256 -PLAN 1A-L LOT 32 CONSTRUCT NEW"
"4431","SANT0003671","2016",NULL,"6085","Gilroy",NULL,"6588 LOPEZ WY",NULL,"BROOKFIELD/MATARO LLC","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10256 -PLAN 2C-R LOT 31 CONSTRUCT NEW"
"4432","SANT0003672","2016",NULL,"6085","Gilroy",NULL,"6594 LOPEZ WY",NULL,"BROOKFIELD/MATARO LLC","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10256 -PLAN 3BR LOT 30 CONSTRUCT NEW"
"4433","SANT0003673","2016",NULL,"6085","Gilroy",NULL,"2560 APPLE TREE WY",NULL,"MERITAGE HOMES","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10279 - MODEL PLAN 4Z NEW SFR 2360S.F."
"4434","SANT0003674","2016",NULL,"6085","Gilroy",NULL,"2590 APPLE TREE WAY",NULL,"MERITAGE HOMES","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10279 - PLAN 3Z NEW 2-STORY SFR 2182S."
"4435","SANT0003675","2016",NULL,"6085","Gilroy",NULL,"2530 APPLE TREE WY",NULL,"MERITAGE HOMES","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10279 - MODEL PLAN 2Z LOT 41 ALT. NEW"
"4436","SANT0003676","2016",NULL,"6085","Gilroy",NULL,"2600 APPLE TREE WAY",NULL,"MERITAGE HOMES","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10279 - MODEL PLAN 2Z LOT 47 NEW 2-STO"
"4437","SANT0003677","2016",NULL,"6085","Gilroy",NULL,"2510 APPLE TREE WY",NULL,"MERITAGE HOMES","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10279 - PLAN 1Z NEW 2 STORIES SFR 1870"
"4438","SANT0003678","2016",NULL,"6085","Gilroy",NULL,"2460 3RD ST",NULL,"MERITAGE HOMES","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10279 - MODEL PLAN 4 LOT 2 NEW SFR 343"
"4439","SANT0003679","2016",NULL,"6085","Gilroy",NULL,"2590 LONE OAK WAY",NULL,"MERITAGE HOMES","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10279 - MODEL PLAN 3 NEW SFR 3035S.F."
"4440","SANT0003680","2016",NULL,"6085","Gilroy",NULL,"7910 APPLE TREE WAY",NULL,"MERITAGE HOMES","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10279 - PLAN 2 LOT 9 NEW SFR 2648 S.F."
"4441","SANT0003681","2016",NULL,"6085","Gilroy",NULL,"2600 LONE OAK WAY",NULL,"MERITAGE HOMES","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10279 - MODEL PLAN 1 (140-2007) LOT 13"
"4442","SANT0003682","2016",NULL,"6085","Gilroy",NULL,"6631 LOPEZ WY",NULL,"BROOKFIELD/MATARO LLC","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10254 -PLAN 2AR LOT 47 CONSTRUCT NEW"
"4443","SANT0003683","2016",NULL,"6085","Gilroy",NULL,"1101 MARSANNE LN",NULL,"BROOKFIELD/MATARO LLC","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10254 - PLAN 3B-L LOT 43 CONSTRUCT NEW"
"4444","SANT0003684","2016",NULL,"6085","Gilroy",NULL,"1121 MARSANNE LN",NULL,"BROOKFIELD/MATARO LLC","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10254 - PLAN 1C-L LOT 42 CONSTRUCT NEW"
"4445","SANT0003685","2016",NULL,"6085","Gilroy",NULL,"1150 MARSANNE LN",NULL,"BROOKFIELD/MATARO LLC","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10254 - PLAN 3CR LOT 3 CONSTRUCT NEW"
"4446","SANT0003686","2016",NULL,"6085","Gilroy",NULL,"1120 MARSANNE LN",NULL,"BROOKFIELD/MATARO LLC","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10254 -PLAN 2AR LOT 2 CONSTRUCT NEW"
"4447","SANT0003687","2016",NULL,"6085","Gilroy",NULL,"1100 MARSANNE LN",NULL,"BROOKFIELD/MATARO LLC","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10254 -PLAN 1B-R LOT 1 CONSTRUCT NEW"
"4448","SANT0003688","2016",NULL,"6085","Gilroy",NULL,"1101 BONINO WY",NULL,"BROOKFIELD AMBROSIA LLC","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10256 -PLAN 1C-L LOT 29 CONSTRUCT NEW"
"4449","SANT0003689","2016",NULL,"6085","Gilroy",NULL,"1119 BONINO WY",NULL,"BROOKFIELD AMBROSIA LLC","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10256 -PLAN 3A-R LOT 28 CONSTRUCT NEW"
"4450","SANT0003690","2016",NULL,"6085","Gilroy",NULL,"1137 BONINO WY",NULL,"BROOKFIELD AMBROSIA LLC","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10256 -PLAN 2B-L LOT 27 CONSTRUCT NEW"
"4451","SANT0003691","2016",NULL,"6085","Gilroy",NULL,"1155 BONINO WY",NULL,"BROOKFIELD AMBROSIA LLC","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10256 -PLAN 3C-R LOT 26 CONSTRUCT NEW"
"4452","SANT0003692","2016",NULL,"6085","Gilroy",NULL,"1172 SAGARDIA WY",NULL,"BROOKFIELD AMBROSIA LLC","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10256 -PLAN 1C-L LOT 13 CONSTRUCT NEW"
"4453","SANT0003693","2016",NULL,"6085","Gilroy",NULL,"1158 SAGARDIA WY",NULL,"BROOKFIELD AMBROSIA LLC","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10256 -PLAN 3B LOT 12 CONSTRUCT NEW"
"4454","SANT0003694","2016",NULL,"6085","Gilroy",NULL,"1103 SAGARDIA WY",NULL,"BROOKFIELD AMBROSIA LLC","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10256 -PLAN 2A LOT 8 CONSTRUCT NEW 2-S"
"4455","SANT0003695","2016",NULL,"6085","Gilroy",NULL,"1123 SAGARDIA WY",NULL,"BROOKFIELD AMBROSIA LLC","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10256 -PLAN 3C-L LOT 7 CONSTRUCT NEW"
"4456","SANT0003696","2016",NULL,"6085","Gilroy",NULL,"1153 SAGARDIA WY",NULL,"BROOKFIELD AMBROSIA LLC","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10256 -PLAN 1B-L LOT 6 CONSTRUCT NEW"
"4457","SANT0003697","2016",NULL,"6085","Gilroy",NULL,"1183 SAGARDIA WY",NULL,"BROOKFIELD AMBROSIA LLC","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10256 -PLAN 2C-L LOT 5 CONSTRUCT NEW"
"4458","SANT0003698","2016",NULL,"6085","Gilroy",NULL,"7802 CINNAMON WY",NULL,"MERITAGE HOMES","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10315 - PLAN 1A  LOT 22  NEW SFR 2666S"
"4459","SANT0003699","2016",NULL,"6085","Gilroy",NULL,"7822 COBBLESTONE CT",NULL,"MERITAGE HOMES","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10315 - PLAN 2B LOT 2 NEW SFR 3018S.F."
"4460","SANT0003700","2016",NULL,"6085","Gilroy",NULL,"7812 COBBLESTONE CT",NULL,"MERITAGE HOMES","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10315 - PLAN 3C  LOT 1  NEW SFR 3264S."
"4461","SANT0003701","2016",NULL,"6085","Gilroy",NULL,"1272 SAGARDIA WY",NULL,"BROOKFIELD AMBROSIA LLC","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10256 -PLAN 2C-L LOT 18 CONSTRUCT NEW"
"4462","SANT0003702","2016",NULL,"6085","Gilroy",NULL,"1252 SAGARDIA WY",NULL,"BROOKFIELD AMBROSIA LLC","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10256 -PLAN 1B-R LOT 17 CONSTRUCT NEW"
"4463","SANT0003703","2016",NULL,"6085","Gilroy",NULL,"1232 SAGARDIA WY",NULL,"BROOKFIELD AMBROSIA LLC","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10256 -PLAN 3C-R LOT 16 CONSTRUCT NEW"
"4464","SANT0003704","2016",NULL,"6085","Gilroy",NULL,"1202 SAGARDIA WY",NULL,"BROOKFIELD AMBROSIA LLC","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10256 -PLAN 2A LOT 15 CONSTRUCT NEW"
"4465","SANT0003705","2016",NULL,"6085","Gilroy",NULL,"1182 SAGARDIA WY",NULL,"BROOKFIELD AMBROSIA LLC","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10256 -PLAN 3B LOT 14 CONSTRUCT NEW"
"4466","SANT0003706","2016",NULL,"6085","Gilroy",NULL,"1203 SAGARDIA WY",NULL,"BROOKFIELD AMBROSIA LLC","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10256 -PLAN 1A-L LOT 4 CONSTRUCT NEW"
"4467","SANT0003707","2016",NULL,"6085","Gilroy",NULL,"1223 SAGARDIA WY",NULL,"BROOKFIELD AMBROSIA LLC","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10256 -PLAN 2B-L LOT 3 CONSTRUCT NEW"
"4468","SANT0003708","2016",NULL,"6085","Gilroy",NULL,"1243 SAGARDIA WY",NULL,"BROOKFIELD AMBROSIA LLC","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10256 -PLAN 3A-L LOT 2 CONSTRUCT NEW"
"4469","SANT0003709","2016",NULL,"6085","Gilroy",NULL,"1273 SAGARDIA WY",NULL,"BROOKFIELD AMBROSIA LLC","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10256 -PLAN 1C-R LOT 1 CONSTRUCT NEW"
"4470","SANT0003710","2016",NULL,"6085","Gilroy",NULL,"6600 BOGIALA WY",NULL,"BROOKFIELD/MATARO LLC","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10254 -PLAN 2BL LOT 41 CONSTRUCT NEW"
"4471","SANT0003711","2016",NULL,"6085","Gilroy",NULL,"6610 BOGIALA WY",NULL,"BROOKFIELD/MATARO LLC","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10254 - PLAN 1C-R LOT 40 CONSTRUCT NEW"
"4472","SANT0003712","2016",NULL,"6085","Gilroy",NULL,"6620 BOGIALA WY",NULL,"BROOKFIELD/MATARO LLC","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10254 -PLAN 2AR LOT 39 CONSTRUCT NEW"
"4473","SANT0003713","2016",NULL,"6085","Gilroy",NULL,"6630 BOGIALA WY",NULL,"BROOKFIELD/MATARO LLC","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10254 - PLAN 3CR LOT 38 CONSTRUCT NEW"
"4474","SANT0003714","2016",NULL,"6085","Gilroy",NULL,"6638 BOGIALA WY",NULL,"BROOKFIELD/MATARO LLC","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10254 -PLAN 2BR LOT 37 CONSTRUCT NEW"
"4475","SANT0003715","2016",NULL,"6085","Gilroy",NULL,"6650 BOGIALA WY",NULL,"BROOKFIELD/MATARO LLC","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10254 - PLAN 3A LOT 36 CONSTRUCT NEW"
"4476","SANT0003716","2016",NULL,"6085","Gilroy",NULL,"9910 BOBCAT CT",NULL,"SIGNATURE HOMES INC- GILR","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10230 - PLAN 1A LOT 15 NEW SFR 2662 S."
"4477","SANT0003717","2016",NULL,"6085","Gilroy",NULL,"9920 BOBCAT CT",NULL,"SIGNATURE HOMES INC- GILR","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10230 - MODEL PLAN 3B LOT 14 NEW SFR 3"
"4478","SANT0003718","2016",NULL,"6085","Gilroy",NULL,"9930 BOBCAT CT",NULL,"MCKENNA BRENDA","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10230 - PLAN 1C LOT 13 NEW SFR 2662 S."
"4479","SANT0003719","2016",NULL,"6085","Gilroy",NULL,"9938 BOBCAT CT",NULL,"FRANCO DAVID","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10230 - PLAN 2A LOT 12 NEW SFR 3065 S."
"4480","SANT0003720","2016",NULL,"6085","Gilroy",NULL,"9958 BOBCAT CT",NULL,"SIGNATURE HOMES INC- GILR","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10230 - MODEL PLAN 3B LOT 11 NEW SFR 3"
"4481","SANT0003721","2016",NULL,"6085","Gilroy",NULL,"9968 BOBCAT CT",NULL,"SIGNATURE HOMES INC- GILR","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10230 - PLAN 2C LOT 23 NEW SFR 3065 S."
"4482","SANT0003722","2016",NULL,"6085","Gilroy",NULL,"6388 TANNAT LN",NULL,"CALATLANTIC HOMES","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10255 - PLAN 2C(ZINFANDEL) LOT 31 CONS"
"4483","SANT0003723","2016",NULL,"6085","Gilroy",NULL,"1208 VIOGNIER WAY",NULL,"CALATLANTIC HOMES","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10255 - PLAN 3C(ZINFANDEL) LOT 30 CONS"
"4484","SANT0003724","2016",NULL,"6085","Gilroy",NULL,"6431 TANNAT LN",NULL,"CALATLANTIC HOMES","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10255 - PLAN 2C(ZINFANDEL)LOT 12 CONST"
"4485","SANT0003725","2016",NULL,"6085","Gilroy",NULL,"6421 TANNAT LN",NULL,"CALATLANTIC HOMES","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10255 -1D(ZINFANDEL) LOT 11 CONSTRUCT"
"4486","SANT0003726","2016",NULL,"6085","Gilroy",NULL,"6411 TANNAT LN",NULL,"CALATLANTIC HOMES","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10255 - PLAN 2B(ZINFANDEL) LOT 10 CONS"
"4487","SANT0003727","2016",NULL,"6085","Gilroy",NULL,"6391 TANNAT LN",NULL,"CALATLANTIC HOMES","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10255 -1A(ZINFANDEL) LOT 9 CONSTRUCT N"
"4488","SANT0003728","2016",NULL,"6085","Gilroy",NULL,"1838 TARRAGON DR",NULL,"MERITAGE HOMES","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10267 - PLAN 2BR LOT 126 NEW SFR 2387"
"4489","SANT0003729","2016",NULL,"6085","Gilroy",NULL,"1850 TARRAGON DR",NULL,"MERITAGE HOMES","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10220 -PLAN 4CR (240-3008) LOT 129 NEW"
"4490","SANT0003730","2016",NULL,"6085","Gilroy",NULL,"1846 TARRAGON DR",NULL,"QUIROGA JOSE L","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10220 - PLAN 3B (238-2656)LOT 128 NEW"
"4491","SANT0003731","2016",NULL,"6085","Gilroy",NULL,"1842 TARRAGON DR",NULL,"MERITAGE HOMES","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10220 -PLAN 4A (240-3008) LOT 127 NEW"
"4492","SANT0003732","2016",NULL,"6085","Gilroy",NULL,"5702 MESA RD",NULL,"HEWELL MARK","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NEW CONSTRUCTION OF SFR 2154SF W/ 614S.F. DE"
"4493","SANT0003733","2016",NULL,"6085","Gilroy",NULL,"5682 MESA RD",NULL,"HEWELL MARK","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NEW CONSTRUCTION OF SFR 2154SF W/ 614 S.F."
"4494","SANT0003734","2016",NULL,"6085","Gilroy",NULL,"5672 MESA RD",NULL,"HEWELL MARK","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NEW CONSTRUCTION OF SFR 2154SF W/ 614S.F. DE"
"4495","SANT0003735","2016",NULL,"6085","Gilroy",NULL,"1842 ROSEMARY DR",NULL,"MERITAGE HOMES","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10220 - PLAN 3B (238-2656)LOT 169 NEW"
"4496","SANT0003736","2016",NULL,"6085","Gilroy",NULL,"1834 TARRAGON DR",NULL,"LAM LAN T","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10220 - PLAN 3A (238-2656)LOT 125 NEW"
"4497","SANT0003737","2016",NULL,"6085","Gilroy",NULL,"1830 TARRAGON DR",NULL,"PHAN HUNG","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRACT 10220 -PLAN 4BR (240-3008) LOT 124 NEW"
